país,medio,canal,fecha_hora,segmento,marca,versión,duración,valor_dolares
BRASIL,TC,ESPN4,2024-08-17 18:58:41+00,Primetime,WINSHARK,PAI VICARI 30,30,1860
BRASIL,RD,TUPI FM 96.5,2024-08-17 19:01:54+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,ESPN3,2024-08-17 19:05:51+00,Primetime,MEGAGAME,SUPERSOCIAL,15,570
BRASIL,RD,Rádio 13 de Junho 99.7 FM,2024-08-17 19:13:37+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Radiopatos 90.9 FM,2024-08-17 19:13:38+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Mundo Melhor 93.5 FM,2024-08-17 19:13:39+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-17 19:13:40+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio 96 FM,2024-08-17 19:13:43+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Vitoriosa 105.5 FM,2024-08-17 19:13:46+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Clube 107.9 FM,2024-08-17 19:13:47+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Gorutubana 1380 AM,2024-08-17 19:13:52+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,TC,ESPN5,2024-08-17 19:34:47+00,Primetime,MEGAGAME,CICLISMO,5,127.5
BRASIL,TV,GLOBO,2024-08-17 19:36:55+00,Primetime,SPORTFLIX,BRASILEIRAO SPORTFLIX,15,16530.75
BRASIL,TV,GLOBO,2024-08-17 19:38:25+00,Primetime,BETACTION,APOSTA FUTURO,30,22041
BRASIL,TC,ESPN,2024-08-17 19:42:55+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,7080
BRASIL,TC,ESPN2,2024-08-17 19:43:25+00,Primetime,SPORTFLIX,NOVO BONUS F,30,1860
BRASIL,TC,ESPN,2024-08-17 19:44:52+00,Primetime,SPORTFLIX,ESPN TENIS,5,1327.5
BRASIL,TC,ESPN,2024-08-17 19:45:17+00,Primetime,MEGAGAME,TENIS,5,1327.5
BRASIL,TC,TNT,2024-08-17 19:45:17+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,10000
BRASIL,TC,MULTISHOW,2024-08-17 19:56:51+00,Primetime,SPORTFLIX,BONUS DE ATE,15,
BRASIL,TC,ESPN5,2024-08-17 19:58:47+00,Primetime,MEGAGAME,JOGO TENIS,15,255
BRASIL,TC,ESPN6,2024-08-17 20:00:22+00,Primetime,SPORTFLIX,NOVO BONUS F,30,340
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-17 20:00:43+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,TC,ESPN,2024-08-17 20:02:04+00,Primetime,PLAYSTREAM,BOLA DA VEZ,5,1327.5
BRASIL,TC,ESPN2,2024-08-17 20:03:52+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,1860
BRASIL,TC,SPORTV,2024-08-17 20:03:59+00,Primetime,MEGAGAME,SUPER BONUS DE 500 A,15,4200
BRASIL,RD,ENERGIA 97.7 FM,2024-08-17 20:14:33+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TV,BANDEIRANTES,2024-08-17 20:16:41+00,Primetime,MEGAGAME,SUPERSOCIAL,15,13434.45
BRASIL,TV,BANDEIRANTES,2024-08-17 20:24:09+00,Primetime,COMBAT STREAM,SAB 17 AGO,30,17912.6
BRASIL,RD,CBN FM 90.5,2024-08-17 20:29:44+00,Primetime,BETACTION,COTACAO PROFETA,29,
BRASIL,RD,TUPI FM 96.5,2024-08-17 20:31:07+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,ESPN2,2024-08-17 20:31:19+00,Primetime,SPORTFLIX,ESPN TENIS,5,697.5
BRASIL,TC,ESPN2,2024-08-17 20:31:44+00,Primetime,MEGAGAME,TENIS,5,697.5
BRASIL,TC,SPORTV,2024-08-17 20:45:26+00,Primetime,PLAYSTREAM,ENTRA CONFIANTE,30,5600
BRASIL,TC,FX,2024-08-17 20:47:17+00,Primetime,SPORTFLIX,NOVO BONUS F,30,2440
BRASIL,RD,JOVEM PAN FM,2024-08-17 20:47:34+00,Primetime,DUOMATCH,MAXIMA DIVERSAO,30,
BRASIL,TC,ESPN6,2024-08-17 20:50:18+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,680
BRASIL,TC,ESPN3,2024-08-17 20:52:53+00,Primetime,MEGAGAME,CICLISMO,5,285
BRASIL,TC,ESPN3,2024-08-17 20:53:28+00,Primetime,MEGAGAME,SUPERSOCIAL,15,570
BRASIL,TC,ESPN,2024-08-17 20:54:53+00,Primetime,PLAYSTREAM,BOLA DA VEZ,5,1327.5
BRASIL,TC,ESPN,2024-08-17 20:54:58+00,Primetime,BETACTION,PROFETIZOU,31,3540
BRASIL,TC,ESPN6,2024-08-17 21:00:23+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,340
BRASIL,TC,ESPN,2024-08-17 21:00:38+00,Primetime,BETACTION,A BET DO BRASIL,30,3540
BRASIL,TC,ESPN2,2024-08-17 21:04:09+00,Primetime,SPORTFLIX,ESPN TENIS,5,697.5
BRASIL,TC,ESPN2,2024-08-17 21:04:34+00,Primetime,MEGAGAME,TENIS,5,697.5
BRASIL,TV,GLOBO,2024-08-17 21:05:25+00,Primetime,SPORTFLIX,BONUS DE ATE,15,24881.25
BRASIL,TC,FX,2024-08-17 21:06:12+00,Primetime,SPORTFLIX,NOVO BONUS F,30,2440
BRASIL,TV,GLOBO,2024-08-17 21:12:10+00,Primetime,BETACTION,FUTEBOL 2024,5,12440.63
BRASIL,TV,GLOBO,2024-08-17 21:13:11+00,Primetime,BETACTION,APOSTA FUTURO,30,33175
BRASIL,TV,GLOBO,2024-08-17 21:14:12+00,Primetime,FOOTY MANAGER,DEFINICAO,30,33175
BRASIL,TC,ESPN,2024-08-17 21:14:17+00,Primetime,NEOWIN,FUTEBOL,5,1327.5
BRASIL,TC,ESPN,2024-08-17 21:14:27+00,Primetime,LUCKY LINE,FUTEBOL,5,1327.5
BRASIL,TC,AXN,2024-08-17 21:14:47+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,
BRASIL,TC,STAR CHANNEL,2024-08-17 21:24:37+00,Primetime,SPORTFLIX,NOVO BONUS F,30,
BRASIL,TC,FX,2024-08-17 21:27:28+00,Primetime,SPORTFLIX,NOVO BONUS F,30,2440
BRASIL,TC,AXN,2024-08-17 21:40:30+00,Primetime,SPORTFLIX,NOVO BONUS F,30,
BRASIL,TC,STAR CHANNEL,2024-08-17 21:42:39+00,Primetime,WINSHARK,DIA DE TRABALHO 30A,30,
BRASIL,TC,ESPN6,2024-08-17 21:43:07+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,680
BRASIL,TC,ESPN,2024-08-17 21:43:39+00,Primetime,SPORTFLIX,NOVO BONUS F,30,3540
BRASIL,RD,ENERGIA 97.7 FM,2024-08-17 21:44:08+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,STAR CHANNEL,2024-08-17 21:44:24+00,Primetime,SPORTFLIX,NOVO BONUS F,30,
BRASIL,RD,JOVEM PAN FM,2024-08-17 21:47:43+00,Primetime,DUOMATCH,MAXIMA DIVERSAO,30,
BRASIL,TC,ESPN2,2024-08-17 21:48:33+00,Primetime,SPORTFLIX,NOVO BONUS F,30,1860
BRASIL,TV,BANDEIRANTES,2024-08-17 21:51:09+00,Primetime,COMBAT STREAM,SAB 17 AGO,30,8512
BRASIL,TC,SPORTV,2024-08-17 21:52:19+00,Primetime,PLAYSTREAM,ENTRA CONFIANTE,30,5600
BRASIL,RD,JOVEM PAN FM,2024-08-17 21:52:20+00,Primetime,DUOMATCH,MAXIMA DIVERSAO,30,
BRASIL,TC,BANDSPORTS,2024-08-17 21:52:34+00,Primetime,SPORTFLIX,BONUS DE ATE,15,2173.8
BRASIL,RD,CBN FM 90.5,2024-08-17 21:53:31+00,Primetime,BETACTION,COTACAO PROFETA,29,
BRASIL,TC,BANDSPORTS,2024-08-17 21:53:34+00,Primetime,VIRTUAL CHARM,RESPEITO SEGURANCA,30,2898.4
BRASIL,TC,SPORTV,2024-08-17 21:55:37+00,Primetime,SPORTFLIX,NOVO BONUS F,30,5600
BRASIL,TC,ESPN5,2024-08-17 21:57:13+00,Primetime,MEGAGAME,CICLISMO,5,127.5
BRASIL,TC,SPORTV,2024-08-17 21:57:37+00,Primetime,NEOWIN,FLASH BETS,30,5600
BRASIL,TC,ESPN3,2024-08-17 21:59:12+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,1520
BRASIL,TC,BANDSPORTS,2024-08-17 21:59:42+00,Primetime,SPORTFLIX,RONALDINHO SPINS,15,2173.8
BRASIL,TC,BANDSPORTS,2024-08-17 22:00:00+00,Primetime,SPORTFLIX,GATES OF OLYMPUS,15,2173.8
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-17 22:04:08+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,TC,AXN,2024-08-17 22:08:06+00,Primetime,SPORTFLIX,NOVO BONUS F,30,
BRASIL,TV,REDE TV!,2024-08-17 22:14:42+00,Primetime,SOUTHWIN,5 ANOS W,30,24304
BRASIL,TC,ESPN4,2024-08-17 22:16:47+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-17 22:17:02+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-17 22:17:54+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-17 22:18:04+00,Primetime,WINSHARK,FUTEBOL,5,697.5
BRASIL,TC,ESPN,2024-08-17 22:18:14+00,Primetime,WINSHARK,ESPN FC,5,1327.5
BRASIL,TC,ESPN3,2024-08-17 22:21:04+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,1520
BRASIL,TC,ESPN2,2024-08-17 22:21:06+00,Primetime,SPORTFLIX,ESPN TENIS,5,697.5
BRASIL,TC,ESPN5,2024-08-17 22:21:28+00,Primetime,MEGAGAME,BASQUETE,15,255
BRASIL,TC,ESPN2,2024-08-17 22:21:31+00,Primetime,MEGAGAME,TENIS,5,697.5
BRASIL,TV,BANDEIRANTES,2024-08-17 22:21:48+00,Primetime,SPORTFLIX,RONALDINHO SPINS,15,4438.2
BRASIL,TV,BANDEIRANTES,2024-08-17 22:23:18+00,Primetime,BETACTION," CAMPEONATO BRASILEIRO SERIE B",5,2219.1
BRASIL,TV,BANDEIRANTES,2024-08-17 22:23:23+00,Primetime,MEGAGAME,CAMPEONATO BRASILEIRO SERIE B,5,2219.1
BRASIL,TV,BANDEIRANTES,2024-08-17 22:23:28+00,Primetime,SEVEN WAGERS,CAMPEONATO BRASILEIRO SERIE B,5,2219.1
BRASIL,TV,BANDEIRANTES,2024-08-17 22:23:33+00,Primetime,ONEXWAGER,CAMPEONATO BRASILEIRO SERIE B,5,2219.1
BRASIL,TC,ESPN2,2024-08-17 22:29:02+00,Primetime,MEGAGAME,SUPER BONUS 500,30,1860
BRASIL,TC,ESPN2,2024-08-17 22:42:08+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,1860
BRASIL,TC,ESPN,2024-08-17 22:43:04+00,Primetime,SPORTFLIX,NOVO BONUS F,30,3540
BRASIL,TC,ESPN6,2024-08-17 22:52:18+00,Primetime,SPORTFLIX,NOVO BONUS F,30,340
BRASIL,RD,ENERGIA 97.7 FM,2024-08-17 22:53:21+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,ESPN6,2024-08-17 22:57:04+00,Primetime,MEGAGAME,SUPER BONUS DE 500 A,15,255
BRASIL,TC,SPORTV 3,2024-08-17 22:59:25+00,Primetime,FOOTY MANAGER,DEFINICAO,30,310
BRASIL,TC,ESPN,2024-08-17 23:00:34+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,7080
BRASIL,TC,DISCOVERY CHANNEL,2024-08-17 23:01:47+00,Primetime,SPORTFLIX,NOVO BONUS F,30,3380
BRASIL,TC,STAR CHANNEL,2024-08-17 23:03:23+00,Primetime,SPORTFLIX,NOVO BONUS F,30,
BRASIL,TC,ESPN2,2024-08-17 23:04:46+00,Primetime,SPORTFLIX,NOVO BONUS F,30,1860
BRASIL,TC,ESPN4,2024-08-17 23:05:10+00,Primetime,NEOWIN,FLASH BETS,30,1860
BRASIL,TC,ESPN4,2024-08-17 23:09:15+00,Primetime,LUCKY LINE,TIME GRANDE,30,1860
BRASIL,TV,SBT,2024-08-17 23:10:14+00,Primetime,SPORTFLIX,RONALDINHO SPINS,15,20865
BRASIL,TV,SBT RIO,2024-08-17 23:10:15+00,Primetime,SPORTFLIX,RONALDINHO SPINS,15,5841.3
BRASIL,TC,ESPN3,2024-08-17 23:14:30+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-17 23:14:40+00,Primetime,WINSHARK,FUTEBOL,5,285
BRASIL,TC,ESPN2,2024-08-17 23:18:20+00,Primetime,SPORTFLIX,NOVO BONUS F,30,1860
BRASIL,TC,ESPN2,2024-08-17 23:24:55+00,Primetime,MEGAGAME,SUPER BONUS 500,30,1860
BRASIL,RD,CBN FM 90.5,2024-08-17 23:31:49+00,Primetime,BETACTION,PROFETA,29,
BRASIL,TC,TNT,2024-08-17 23:40:56+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,10000
BRASIL,TC,ESPN3,2024-08-17 23:42:07+00,Primetime,MEGAGAME,RUGBY,5,285
BRASIL,TC,SPORTV,2024-08-17 23:48:47+00,Primetime,SPORTSEASY,TROCA DE PASSES,5,2100
BRASIL,TC,SPORTV,2024-08-17 23:48:52+00,Primetime,SPORTSEASY,DENILSON PERSEGUICAO,30,5600
BRASIL,TC,ESPN5,2024-08-17 23:50:25+00,Primetime,MEGAGAME,SUPER BONUS 500,30,340
BRASIL,TC,DISCOVERY CHANNEL,2024-08-17 23:50:53+00,Primetime,SPORTFLIX,NOVO BONUS S,15,2535
BRASIL,TC,BANDSPORTS,2024-08-17 23:53:45+00,Primetime,VIRTUAL CHARM,RESPEITO SEGURANCA,30,2898.4
BRASIL,TC,ESPN2,2024-08-17 23:55:17+00,Primetime,SPORTFLIX,ESPN TENIS,5,697.5
BRASIL,TC,ESPN2,2024-08-17 23:55:42+00,Primetime,MEGAGAME,TENIS,5,697.5
BRASIL,TC,ESPN,2024-08-17 23:56:54+00,Primetime,WINSHARK,DIA DE TRABALHO 30A,30,3540
BRASIL,RD,TUPI FM 96.5,2024-08-17 23:57:02+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TV,GLOBO,2024-08-17 23:58:52+00,Primetime,STARWAGER,E O HIT,30,16595.4
BRASIL,TC,ESPN,2024-08-17 23:58:57+00,Primetime,NEOWIN,FUTEBOL,5,1327.5
BRASIL,TC,ESPN,2024-08-17 23:59:12+00,Primetime,LUCKY LINE,FUTEBOL,5,1327.5
BRASIL,TC,ESPN4,2024-08-18 00:05:11+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-18 00:05:21+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-18 00:05:42+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-18 00:05:52+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,TV,GLOBO,2024-08-18 00:07:08+00,Primetime,STARWAGER,ESTRELA DA CASA,5,6223.28
BRASIL,TC,SPORTV,2024-08-18 00:12:10+00,Primetime,MEGAGAME,SUPERSOCIAL,15,4200
BRASIL,TV,REDE TV!,2024-08-18 00:13:53+00,Primetime,SPORTFLIX,GATES OF OLYMPUS,15,10121.25
BRASIL,TV,REDE TV!,2024-08-18 00:14:37+00,Primetime,SOUTHWIN,5 ANOS W,30,13495
BRASIL,TC,ESPN5,2024-08-18 00:14:46+00,Primetime,NEOWIN,FUTEBOL,5,127.5
BRASIL,TC,ESPN5,2024-08-18 00:14:56+00,Primetime,WINSHARK,FUTEBOL,5,127.5
BRASIL,TV,REDE TV!,2024-08-18 00:16:53+00,Primetime,SOUTHWIN,5 ANOS W,30,13495
BRASIL,TC,ESPN3,2024-08-18 00:17:39+00,Primetime,SPORTFLIX,NOVO BONUS F,30,760
BRASIL,TC,SPORTV,2024-08-18 00:18:55+00,Primetime,FOOTY MANAGER,DEFINICAO,30,5600
BRASIL,TC,ESPN6,2024-08-18 00:26:09+00,Primetime,SPORTFLIX,NOVO BONUS F,30,340
BRASIL,TC,SPORTV,2024-08-18 00:28:08+00,Primetime,MEGAGAME,SUPER BONUS 500,30,5600
BRASIL,TC,ESPN,2024-08-18 00:29:16+00,Primetime,MEGAGAME,SUPER BONUS 500,30,3540
BRASIL,TC,ESPN,2024-08-18 00:30:56+00,Primetime,NEOWIN,FUTEBOL,5,1327.5
BRASIL,TC,ESPN,2024-08-18 00:31:06+00,Primetime,WINSHARK,FUTEBOL,5,1327.5
BRASIL,TC,ESPN2,2024-08-18 00:32:31+00,Primetime,WINSHARK,DIA DE TRABALHO 15,15,1395
BRASIL,TC,AXN,2024-08-18 00:35:23+00,Primetime,SPORTFLIX,CONSULTA TERAPIA,15,
BRASIL,TC,ESPN2,2024-08-18 00:35:31+00,Primetime,MEGAGAME,RUGBY,5,697.5
BRASIL,TC,ESPN,2024-08-18 00:47:05+00,Primetime,SPORTFLIX,NOVO BONUS F,30,3540
BRASIL,TC,ESPN3,2024-08-18 00:47:57+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-18 00:48:07+00,Primetime,WINSHARK,FUTEBOL,5,285
BRASIL,TC,ESPN2,2024-08-18 00:49:16+00,Primetime,WINSHARK,PAI VICARI 15,15,1395
BRASIL,TC,ESPN4,2024-08-18 00:55:21+00,Primetime,NEOWIN,CRIADOR DE APOSTAS,30,1860
BRASIL,TC,ESPN,2024-08-18 00:58:02+00,Primetime,WINSHARK,PAI VICARI 15,15,2655
BRASIL,TC,ESPN,2024-08-18 00:59:22+00,Primetime,BET4FUN,RESENHA,5,1327.5
BRASIL,TC,ESPN4,2024-08-18 00:59:44+00,Primetime,LUCKY LINE,TIME GRANDE,30,1860
BRASIL,TC,ESPN2,2024-08-18 01:05:47+00,Primetime,MEGAGAME,CICLISMO,5,697.5
BRASIL,TC,ESPN2,2024-08-18 01:06:22+00,Primetime,MEGAGAME,SUPER BONUS DE 500 A,15,1395
BRASIL,TC,SPORTV 2,2024-08-18 01:10:34+00,Primetime,FOOTY MANAGER,DEFINICAO,30,216
BRASIL,TC,DISCOVERY CHANNEL,2024-08-18 01:10:49+00,Primetime,SPORTFLIX,NOVO BONUS F,30,800
BRASIL,TV,GLOBO,2024-08-18 01:13:46+00,Primetime,BETACTION,APOSTA FUTURO,30,10442
BRASIL,TV,GLOBO RIO,2024-08-18 01:14:49+00,Primetime,FOOTY MANAGER,DEFINICAO,30,3716.2
BRASIL,TV,GLOBO,2024-08-18 01:15:38+00,Primetime,FOOTY MANAGER,DEFINICAO,30,10442
BRASIL,TC,ESPN2,2024-08-18 01:32:13+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN2,2024-08-18 01:32:23+00,Primetime,WINSHARK,FUTEBOL,5,697.5
BRASIL,TC,ESPN,2024-08-18 01:53:00+00,Primetime,BETACTION,BOLA DA VEZ,5,1327.5
BRASIL,TC,ESPN,2024-08-18 01:53:06+00,Primetime,BETACTION,A BET DO BRASIL,30,3540
BRASIL,TC,ESPN,2024-08-18 01:54:41+00,Primetime,WINSHARK,ESPN FC,5,1327.5
BRASIL,TC,ESPN,2024-08-18 02:00:01+00,Greytime,NEOWIN,FUTEBOL,5,165
BRASIL,TC,ESPN,2024-08-18 02:00:11+00,Greytime,WINSHARK,FUTEBOL,5,165
BRASIL,TC,ESPN4,2024-08-18 02:00:22+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 02:00:32+00,Greytime,LUCKY LINE,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 02:00:51+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 02:01:01+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,FX,2024-08-18 02:11:49+00,Greytime,MEGAGAME,BASQUETE,15,157.5
BRASIL,TC,ESPN2,2024-08-18 02:37:30+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-18 02:37:45+00,Greytime,LUCKY LINE,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 02:52:03+00,Greytime,WINSHARK,DIA DE TRABALHO 30A,30,374
BRASIL,TC,ESPN4,2024-08-18 02:57:25+00,Greytime,NEOWIN,FLASH BETS,30,374
BRASIL,TC,ESPN,2024-08-18 02:57:34+00,Greytime,WINSHARK,DIA DE TRABALHO 30A,30,440
BRASIL,TC,ESPN,2024-08-18 02:58:04+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,440
BRASIL,TC,ESPN2,2024-08-18 03:28:51+00,Greytime,MEGAGAME,CICLISMO,5,140.25
BRASIL,TC,ESPN2,2024-08-18 03:49:59+00,Greytime,MEGAGAME,SUPERSOCIAL,15,280.5
BRASIL,TC,ESPN,2024-08-18 03:56:37+00,Greytime,NEOWIN,FUTEBOL,5,165
BRASIL,TC,ESPN,2024-08-18 03:56:47+00,Greytime,WINSHARK,FUTEBOL,5,165
BRASIL,TC,ESPN4,2024-08-18 03:59:54+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 04:00:04+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-18 04:32:47+00,Greytime,SPORTFLIX,NOVO BONUS F,30,374
BRASIL,TC,ESPN2,2024-08-18 05:28:34+00,Greytime,MEGAGAME,CICLISMO,5,140.25
BRASIL,TC,BANDSPORTS,2024-08-18 05:40:01+00,Greytime,VIRTUAL CHARM,RESPEITO SEGURANCA,30,639.2
BRASIL,TC,SPORTV 3,2024-08-18 05:40:14+00,Greytime,FOOTY MANAGER,DEFINICAO,30,104
BRASIL,TC,ESPN2,2024-08-18 06:05:52+00,Greytime,MEGAGAME,JOGO TENIS,15,280.5
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-18 06:10:12+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Voz News S. Francisco 100.9 FM,2024-08-18 06:10:18+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio 13 de Junho 99.7 FM,2024-08-18 06:10:19+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-18 06:10:33+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,ESPN2,2024-08-18 06:28:48+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-18 06:28:49+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-18 06:28:58+00,Greytime,LUCKY LINE,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-18 06:28:59+00,Greytime,LUCKY LINE,FUTEBOL,5,140.25
BRASIL,RD,TUPI FM 96.5,2024-08-18 06:47:54+00,Greytime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,RD,CBN FM 90.5,2024-08-18 06:49:11+00,Greytime,BETACTION,PROFETA,29,
BRASIL,TC,ESPN3,2024-08-18 07:01:02+00,Greytime,MEGAGAME,RUGBY,5,52.5
BRASIL,RD,CBN FM 90.5,2024-08-18 07:15:26+00,Greytime,BETACTION,E SEM IGUAL,29,
BRASIL,TC,ESPN2,2024-08-18 07:21:13+00,Greytime,LUCKY LINE,TIME GRANDE,30,374
BRASIL,TC,ESPN,2024-08-18 07:23:53+00,Greytime,MEGAGAME,JOGO TENIS,15,458.1
BRASIL,TC,ESPN2,2024-08-18 07:26:01+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,374
BRASIL,RD,CBN FM 90.5,2024-08-18 07:26:05+00,Greytime,BETACTION,PROFETA,29,
BRASIL,TC,ESPN,2024-08-18 07:40:47+00,Greytime,MEGAGAME,LINHA DE PASSE,5,229.05
BRASIL,RD,GLOBO FM 98.1,2024-08-18 07:50:13+00,Greytime,BETACTION,E SEM IGUAL,29,354
BRASIL,TC,ESPN,2024-08-18 07:53:02+00,Greytime,SPORTFLIX,NOVO BONUS F,30,610.8
BRASIL,TC,ESPN3,2024-08-18 07:53:46+00,Greytime,SPORTFLIX,NOVO BONUS F,30,140
BRASIL,TC,ESPN,2024-08-18 07:54:42+00,Greytime,NEOWIN,FUTEBOL,5,229.05
BRASIL,TC,ESPN3,2024-08-18 07:54:50+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN,2024-08-18 07:54:52+00,Greytime,WINSHARK,FUTEBOL,5,229.05
BRASIL,TC,ESPN3,2024-08-18 07:55:05+00,Greytime,LUCKY LINE,FUTEBOL,5,52.5
BRASIL,RD,Rádio Extra 105.5 FM,2024-08-18 07:57:06+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Voz News S. Francisco 100.9 FM,2024-08-18 07:57:07+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Cidade 98.9 FM,2024-08-18 07:57:07+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio 13 de Junho 99.7 FM,2024-08-18 07:57:07+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Difusora 95.3 FM,2024-08-18 07:57:09+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio 96 FM,2024-08-18 07:57:10+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-18 07:57:11+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Itajubá 107.7 FM,2024-08-18 07:57:18+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Gorutubana 1380 AM,2024-08-18 07:57:21+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,TC,SPORTV 2,2024-08-18 07:57:55+00,Greytime,FOOTY MANAGER,DEFINICAO,30,220
BRASIL,RD,Rádio Radiopatos 90.9 FM,2024-08-18 07:58:26+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,GLOBO FM 98.1,2024-08-18 08:04:21+00,Day,BETACTION,PROFETA,29,354
BRASIL,TC,ESPN,2024-08-18 08:06:12+00,Day,WINSHARK,2024-08-18 CHAMPIONSHIP,10,370
BRASIL,TC,ESPN3,2024-08-18 08:12:58+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,420
BRASIL,TC,ESPN2,2024-08-18 08:24:33+00,Day,NEOWIN,FUTEBOL,5,127.5
